City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Yelizovo,53.1873,158.3805,33.94,80,0,4.47,RU,2022-10-15 15:59:27
295,Hay River,60.8156,-115.7999,26.58,80,75,3.44,CA,2022-10-15 15:59:27
296,Sept-Iles,50.2001,-66.3821,48.72,96,100,21.85,CA,2022-10-15 15:55:46
297,Majene,-3.5403,118.9707,78.1,84,100,4.9,ID,2022-10-15 15:59:28
298,Road Town,18.4167,-64.6167,87.84,74,40,6.91,VG,2022-10-15 15:59:29
299,Marsa Matruh,31.3525,27.2453,74.8,64,77,19.15,EG,2022-10-15 15:55:07
300,Mehamn,71.0357,27.8492,37.35,81,13,2.3,NO,2022-10-15 15:59:30
301,Okhotsk,59.3833,143.3,28.76,57,18,8.48,RU,2022-10-15 15:59:30
302,Mogadishu,2.0371,45.3438,78.21,82,90,11.5,SO,2022-10-15 15:59:31
303,Medea,36.2642,2.7539,78.93,29,32,3.4,DZ,2022-10-15 15:59:31
304,Tutoia,-2.7619,-42.2744,85.21,60,73,14.09,BR,2022-10-15 15:59:32
305,Leh,34.1667,77.5833,44.44,29,30,5.08,IN,2022-10-15 15:59:32
306,Ossora,59.2353,163.0719,34.5,87,100,3.56,RU,2022-10-15 15:59:32
307,Krasnomayskiy,57.6194,34.4099,44.87,83,82,6.4,RU,2022-10-15 15:59:33
308,Koutiala,12.3917,-5.4642,90.05,41,84,8.48,ML,2022-10-15 15:59:33
309,Ternate,0.8,127.4,81.99,77,100,2.26,ID,2022-10-15 15:59:34
310,Makakilo City,21.3469,-158.0858,75.52,88,0,6.29,US,2022-10-15 15:57:10
311,Atambua,-9.1061,124.8925,76.32,83,20,3.53,ID,2022-10-15 15:59:34
312,Sakaiminato,35.55,133.2333,58.98,100,40,5.75,JP,2022-10-15 15:59:35
313,Mahe,11.7,75.5333,76.98,90,100,3.38,IN,2022-10-15 15:59:35
314,Shizunai,42.3339,142.3669,55.27,83,2,3.2,JP,2022-10-15 15:59:35
315,Marakkanam,12.2,79.95,81.63,79,30,8.43,IN,2022-10-15 15:59:36
316,Ambatolampy,-19.3833,47.4167,56.52,69,27,8.52,MG,2022-10-15 16:00:37
317,San Patricio,28.017,-97.5169,87.89,53,37,11.23,US,2022-10-15 16:00:37
318,Ust-Karsk,52.7011,118.8077,31.84,89,100,9.64,RU,2022-10-15 16:00:39
319,Thompson,55.7435,-97.8558,33.96,93,100,12.66,CA,2022-10-15 15:57:01
320,Chuy,-33.6971,-53.4616,62.83,58,96,14.99,UY,2022-10-15 15:56:47
321,Sabha,27.0377,14.4283,81.7,24,0,11.56,LY,2022-10-15 16:00:40
322,Ripoll,42.2006,2.1903,78.75,52,7,3.0,ES,2022-10-15 16:00:41
323,Adelanto,34.5828,-117.4092,71.08,53,37,2.66,US,2022-10-15 16:00:41
324,Pietarsaari,63.65,22.6833,52.0,88,99,17.78,FI,2022-10-15 16:00:42
325,Itacare,-14.2775,-38.9967,80.69,62,34,9.55,BR,2022-10-15 16:00:42
326,Montoro,38.0241,-4.3834,90.28,23,0,14.05,ES,2022-10-15 16:00:43
327,Hambantota,6.1241,81.1185,79.14,94,20,9.22,LK,2022-10-15 16:00:43
328,Senno,59.5336,33.9167,46.26,90,22,5.06,RU,2022-10-15 16:00:44
329,Marawi,7.9986,124.2928,70.92,92,100,3.51,PH,2022-10-15 16:00:44
330,Tual,-5.6667,132.75,83.82,74,99,8.7,ID,2022-10-15 16:00:45
331,Lompoc,34.6391,-120.4579,63.79,94,100,0.0,US,2022-10-15 15:59:19
332,Cayenne,4.9333,-52.3333,89.64,62,40,12.66,GF,2022-10-15 15:59:59
333,Mackay,-21.15,149.2,71.69,80,7,3.62,AU,2022-10-15 16:00:45
334,Loiza,18.4313,-65.8802,89.64,72,71,11.54,PR,2022-10-15 16:00:46
335,Mombasa,-4.0547,39.6636,75.13,82,53,10.22,KE,2022-10-15 16:00:46
336,Margate,51.3813,1.3862,61.3,70,100,5.99,GB,2022-10-15 16:00:47
337,Padang,-0.9492,100.3543,73.45,96,100,1.68,ID,2022-10-15 16:00:47
338,Asyut,27.181,31.1837,84.83,27,1,7.31,EG,2022-10-15 16:00:47
339,Klaksvik,62.2266,-6.589,43.72,80,98,15.86,FO,2022-10-15 16:00:48
340,Ilulissat,69.2167,-51.1,28.42,46,40,13.8,GL,2022-10-15 16:00:49
341,Iqaluit,63.7506,-68.5145,32.7,100,100,20.0,CA,2022-10-15 16:00:19
342,Dakar,14.6937,-17.4441,88.68,74,80,12.66,SN,2022-10-15 16:00:49
343,Luwuk,-0.9516,122.7875,77.68,85,59,3.67,ID,2022-10-15 16:00:50
344,Ust-Kuyga,70.0167,135.6,11.75,95,100,9.48,RU,2022-10-15 16:00:51
345,Lavrentiya,65.5833,-171.0,27.21,85,27,13.65,RU,2022-10-15 16:00:51
346,Isaka,-3.9,32.9333,84.36,21,99,2.8,TZ,2022-10-15 16:00:52
347,Nouadhibou,20.931,-17.0347,69.96,85,0,19.53,MR,2022-10-15 16:00:52
348,Kefamenanu,-9.4467,124.4781,74.19,89,56,2.98,ID,2022-10-15 16:00:53
349,Victoria,22.2855,114.1577,83.32,50,100,8.99,HK,2022-10-15 16:00:31
350,Eyl,7.9803,49.8164,79.23,77,4,15.77,SO,2022-10-15 16:00:54
351,Curup,-3.4667,102.5333,67.96,98,100,1.3,ID,2022-10-15 16:00:54
352,Magaria,12.9983,8.9099,93.54,15,100,2.86,NE,2022-10-15 16:00:55
353,Kurilsk,45.2333,147.8833,50.25,74,71,4.14,RU,2022-10-15 16:00:55
354,Dolinsk,47.35,142.8,46.94,91,26,3.29,RU,2022-10-15 16:00:56
355,Golden,39.7555,-105.2211,58.96,40,20,5.99,US,2022-10-15 16:00:56
356,Miri,4.4148,114.0089,78.66,86,79,5.64,MY,2022-10-15 16:00:57
357,Miramar,25.9873,-80.2323,87.03,76,75,14.97,US,2022-10-15 16:00:57
358,Paciran,-6.8767,112.3761,79.9,82,98,7.36,ID,2022-10-15 16:00:57
359,Sungaipenuh,-2.0833,101.3833,65.82,98,100,1.54,ID,2022-10-15 16:00:58
360,Horodyshche,49.2849,31.4451,45.64,58,17,7.11,UA,2022-10-15 16:00:58
361,Portland,45.5234,-122.6762,69.28,60,19,14.0,US,2022-10-15 15:58:24
362,Gorom-Gorom,14.4439,-0.2361,98.65,21,14,4.63,BF,2022-10-15 16:01:59
363,Arlit,18.7369,7.3853,96.76,7,0,4.34,NE,2022-10-15 15:59:36
364,Ewa Beach,21.3156,-158.0072,76.95,88,0,5.99,US,2022-10-15 15:59:31
365,Port Hawkesbury,45.6169,-61.3485,60.96,96,100,14.97,CA,2022-10-15 16:02:00
366,Hurghada,27.2574,33.8129,76.1,65,59,2.44,EG,2022-10-15 16:02:01
367,Haines Junction,60.7522,-137.5108,31.53,96,100,1.77,CA,2022-10-15 16:02:02
368,Lalmohan,22.3384,90.7419,80.89,77,3,9.91,BD,2022-10-15 16:02:03
369,Gushikawa,26.3544,127.8686,81.63,83,58,17.52,JP,2022-10-15 16:02:03
370,Orangeburg,33.4918,-80.8557,75.85,49,0,7.0,US,2022-10-15 16:01:09
371,Flinders,-34.5833,150.8552,58.17,79,71,3.0,AU,2022-10-15 16:02:04
372,Elbrus,43.2577,42.6443,41.92,96,100,2.3,RU,2022-10-15 16:02:05
373,Port Lincoln,-34.7333,135.8667,52.14,77,59,0.89,AU,2022-10-15 16:02:01
374,Tres Picos,15.8667,-93.5333,81.99,81,83,1.57,MX,2022-10-15 16:02:05
375,Shakiso,5.75,38.9167,59.11,94,39,3.04,ET,2022-10-15 16:02:06
376,Astoria,46.1879,-123.8313,63.91,77,0,10.0,US,2022-10-15 16:02:06
377,Xichang,27.8964,102.2634,55.54,82,100,2.89,CN,2022-10-15 16:02:06
378,Camacupa,-12.0167,17.4833,80.26,31,85,9.55,AO,2022-10-15 16:02:07
379,Dumas,35.8656,-101.9732,64.62,47,0,10.36,US,2022-10-15 16:02:07
380,Salalah,17.0151,54.0924,78.15,63,99,2.8,OM,2022-10-15 16:02:08
381,Bulgan,48.8125,103.5347,27.07,52,48,2.91,MN,2022-10-15 16:02:08
382,Calamar,10.2511,-74.9146,86.58,64,71,4.68,CO,2022-10-15 16:02:09
383,Policoro,40.2115,16.6726,70.99,64,0,5.73,IT,2022-10-15 16:02:09
384,Tuy Hoa,13.0833,109.3,74.93,88,99,3.58,VN,2022-10-15 16:02:10
385,Baswa,27.15,76.5833,76.84,40,0,2.42,IN,2022-10-15 16:02:10
386,La Ronge,55.1001,-105.2842,32.9,60,96,16.93,CA,2022-10-15 16:01:06
387,Kilindoni,-7.9139,39.6668,76.8,72,39,15.14,TZ,2022-10-15 16:02:11
388,Bengkulu,-3.8004,102.2655,76.14,89,100,4.05,ID,2022-10-15 16:02:11
389,Sao Filipe,14.8961,-24.4956,77.74,76,22,7.9,CV,2022-10-15 16:02:12
390,Copiapo,-27.3667,-70.3333,72.48,39,6,6.02,CL,2022-10-15 16:00:35
391,College,64.8569,-147.8028,28.9,64,100,4.0,US,2022-10-15 16:00:09
392,Norman Wells,65.282,-126.8329,11.7,93,28,2.37,CA,2022-10-15 16:02:13
393,Lazurne,46.084,32.5295,55.11,53,84,15.7,UA,2022-10-15 16:02:13
394,Nova Petropolis,-29.3764,-51.1144,67.51,78,100,4.34,BR,2022-10-15 15:58:08
395,Hami,42.8,93.45,54.81,28,0,3.49,CN,2022-10-15 16:02:13
396,Arraial Do Cabo,-22.9661,-42.0278,80.46,47,0,23.02,BR,2022-10-15 16:02:14
397,Rochegda,62.8,43.25,43.48,97,100,3.94,RU,2022-10-15 16:02:15
398,Angarsk,52.5367,103.8864,29.12,79,21,3.69,RU,2022-10-15 16:02:15
399,Olga,43.7444,135.2892,50.22,75,52,3.8,RU,2022-10-15 16:02:16
400,Altamira,-3.2033,-52.2064,94.77,42,25,5.03,BR,2022-10-15 16:02:16
401,Olmos,-5.9847,-79.7453,80.82,42,36,6.06,PE,2022-10-15 16:02:17
402,Liberty,31.8335,-81.5004,79.05,43,0,1.01,US,2022-10-15 16:02:18
403,Srivardhan,18.0333,73.0167,79.99,81,46,5.26,IN,2022-10-15 16:02:18
404,Valdivia,-39.8142,-73.2459,66.34,39,67,4.14,CL,2022-10-15 16:02:19
405,Cassilandia,-19.1133,-51.7342,94.66,22,57,8.32,BR,2022-10-15 16:02:20
406,Zeya,53.75,127.2667,33.48,91,60,4.52,RU,2022-10-15 16:02:21
407,Ukiah,39.1502,-123.2078,64.44,87,100,0.0,US,2022-10-15 16:03:21
408,Mabaruma,8.2,-59.7833,90.68,52,83,4.21,GY,2022-10-15 16:03:22
409,Surazh,53.0175,32.3918,42.69,70,71,7.63,RU,2022-10-15 16:03:22
410,Northam,51.0333,-4.2167,58.39,84,83,23.58,GB,2022-10-15 16:03:23
411,La Primavera,5.4906,-70.4092,87.76,61,33,8.59,CO,2022-10-15 16:03:24
412,Deputatskiy,69.3,139.9,2.62,93,82,5.23,RU,2022-10-15 16:03:24
413,Mishkino,55.3389,63.9175,47.77,72,100,3.65,RU,2022-10-15 16:03:25
414,Urumqi,43.801,87.6005,50.95,30,0,4.47,CN,2022-10-15 16:02:02
415,Krasnorechenskiy,44.6265,135.3532,44.64,79,22,1.83,RU,2022-10-15 16:03:26
416,Vilyuysk,63.7553,121.6247,21.61,96,98,5.17,RU,2022-10-15 16:03:27
417,Jabinyanah,35.035,10.9081,75.92,54,3,8.81,TN,2022-10-15 16:03:27
418,Shu,43.5983,73.7614,62.74,20,64,3.6,KZ,2022-10-15 16:03:28
419,Balikpapan,-1.2675,116.8289,81.59,89,40,3.44,ID,2022-10-15 16:03:28
420,Coahuayana,18.7333,-103.6833,84.94,74,61,1.01,MX,2022-10-15 16:03:29
421,Acapulco,16.8634,-99.8901,85.82,70,20,4.61,MX,2022-10-15 16:03:30
422,Lusaka,-15.4067,28.2871,82.71,14,3,9.17,ZM,2022-10-15 16:03:30
423,Porgera,-5.4667,143.2,40.15,98,57,1.48,PG,2022-10-15 16:03:30
424,Qasigiannguit,68.8193,-51.1922,28.65,74,18,5.64,GL,2022-10-15 16:03:31
425,San Felipe,10.3399,-68.7425,84.02,72,39,1.07,VE,2022-10-15 16:03:31
426,Grand-Lahou,5.1367,-5.0242,79.38,79,100,8.79,CI,2022-10-15 16:03:31
427,Jiazi,22.8779,116.067,76.23,73,100,6.24,CN,2022-10-15 16:03:32
428,Zaysan,47.4667,84.8667,53.1,25,98,3.27,KZ,2022-10-15 16:01:18
429,Kenai,60.5544,-151.2583,39.09,68,100,16.11,US,2022-10-15 16:03:32
430,Port Macquarie,-31.4333,152.9167,55.89,86,22,3.94,AU,2022-10-15 16:03:33
431,Rafraf,37.1904,10.1837,75.51,70,1,10.02,TN,2022-10-15 16:03:33
432,Tortoli,39.9256,9.6572,73.8,67,30,6.69,IT,2022-10-15 16:03:34
433,Sioux Lookout,50.1001,-91.917,34.88,98,100,5.53,CA,2022-10-15 16:03:34
434,Kawalu,-7.3817,108.2082,72.75,96,99,0.34,ID,2022-10-15 16:03:34
435,Dwarka,22.2394,68.9678,83.91,57,100,14.63,IN,2022-10-15 16:03:35
436,Pilar,-9.5972,-35.9567,75.13,56,63,13.02,BR,2022-10-15 16:03:35
437,Port Hedland,-20.3167,118.5667,69.85,60,5,8.05,AU,2022-10-15 16:03:35
438,Sakakah,29.9697,40.2064,84.54,15,14,3.31,SA,2022-10-15 16:03:36
439,Bandar,2.05,99.75,73.92,99,100,0.31,ID,2022-10-15 16:03:36
440,Aklavik,68.2191,-135.0107,20.97,68,0,8.81,CA,2022-10-15 16:03:36
441,Akyab,20.15,92.9,82.11,81,77,5.82,MM,2022-10-15 16:03:37
442,Kalmunai,7.4167,81.8167,80.33,78,100,6.46,LK,2022-10-15 16:03:37
443,Khorramshahr,30.4397,48.1664,87.62,30,1,9.89,IR,2022-10-15 16:03:37
444,Ampanihy,-24.7,44.75,75.2,64,71,8.93,MG,2022-10-15 16:03:38
445,Kandrian,-6.2167,149.55,78.21,84,99,3.36,PG,2022-10-15 16:03:38
446,Ketchikan,55.3422,-131.6461,55.87,100,100,5.75,US,2022-10-15 16:03:39
447,Kangaatsiaq,68.3065,-53.4641,26.8,59,43,14.92,GL,2022-10-15 16:03:39
448,Boende,-0.2167,20.8667,78.89,74,97,3.38,CD,2022-10-15 16:03:40
449,Saint-Pierre,-21.3393,55.4781,74.57,73,75,2.3,RE,2022-10-15 16:03:40
450,Victor Harbor,-35.5667,138.6167,50.68,91,27,3.13,AU,2022-10-15 16:03:41
451,Araouane,18.9048,-3.5265,100.45,9,85,1.83,ML,2022-10-15 16:03:41
452,Faya,18.3851,42.4509,64.92,53,0,5.91,SA,2022-10-15 16:03:41
453,Selfoss,63.9331,-20.9971,41.04,71,29,13.65,IS,2022-10-15 16:03:42
454,Derzhavinsk,51.1,66.3167,52.38,45,48,3.8,KZ,2022-10-15 16:04:42
455,Chuari Khas,32.4333,76.0167,62.64,73,1,5.59,IN,2022-10-15 16:04:43
456,Ostrovnoy,68.0531,39.5131,41.81,90,9,7.36,RU,2022-10-15 16:04:43
457,Kharan,28.5833,65.4167,75.87,7,0,3.29,PK,2022-10-15 16:01:24
458,Deer Lake,49.1667,-57.4316,62.06,56,100,2.93,CA,2022-10-15 16:04:44
459,Panaba,21.2833,-88.2667,88.63,57,11,8.3,MX,2022-10-15 16:04:45
460,Rudnogorsk,57.2639,103.7519,25.99,91,79,2.35,RU,2022-10-15 16:04:45
461,Korem,12.5058,39.5228,58.39,55,60,6.58,ET,2022-10-15 16:04:45
462,High Level,58.5169,-117.136,31.53,54,100,8.25,CA,2022-10-15 16:00:17
463,Wajir,1.7471,40.0573,85.3,44,100,8.77,KE,2022-10-15 16:04:46
464,Sembakung,3.8167,117.25,76.08,97,92,0.69,ID,2022-10-15 16:04:46
465,Nexo,55.0607,15.1306,57.29,93,58,10.11,DK,2022-10-15 16:01:16
466,Saint-Joseph,-21.3667,55.6167,73.47,77,43,9.44,RE,2022-10-15 16:04:47
467,Skoghall,59.3232,13.4655,50.56,71,36,5.75,SE,2022-10-15 16:04:47
468,Solnechnyy,50.7214,136.6319,43.9,94,100,4.76,RU,2022-10-15 16:00:54
469,Marabba,12.35,32.1833,86.56,47,92,10.33,SD,2022-10-15 16:02:15
470,San Cristobal,7.7669,-72.225,82.58,52,97,6.04,VE,2022-10-15 16:04:48
471,Bagdarin,54.4333,113.6,25.3,67,98,6.96,RU,2022-10-15 16:04:48
472,Nuuk,64.1835,-51.7216,34.41,55,0,17.27,GL,2022-10-15 16:04:49
473,Bubaque,11.2833,-15.8333,81.9,76,91,7.9,GW,2022-10-15 16:04:49
474,Pochutla,15.7432,-96.4661,87.62,71,28,2.77,MX,2022-10-15 16:04:49
475,Yangambi,0.8102,24.4336,79.2,75,56,2.77,CD,2022-10-15 16:04:50
476,Oudtshoorn,-33.5907,22.2014,66.06,73,91,7.92,ZA,2022-10-15 16:04:50
477,Valparaiso,-33.0393,-71.6273,58.64,97,100,17.27,CL,2022-10-15 16:04:50
478,Karaton,-6.3424,106.1045,74.59,93,98,2.06,ID,2022-10-15 16:04:51
479,Taltal,-25.4,-70.4833,63.82,66,13,6.64,CL,2022-10-15 16:00:53
480,Poum,-20.2333,164.0167,73.65,72,28,9.73,NC,2022-10-15 16:04:51
481,Moen,69.1304,18.6123,36.32,93,75,3.44,NO,2022-10-15 16:04:52
482,Dongying,37.4564,118.4856,64.13,53,100,3.83,CN,2022-10-15 16:03:17
483,Te Anau,-45.4167,167.7167,48.43,96,100,2.42,NZ,2022-10-15 16:04:52
484,Simao,22.7886,100.9748,66.79,79,88,2.04,CN,2022-10-15 16:04:53
485,Mezen,65.8522,44.24,44.46,91,100,6.46,RU,2022-10-15 16:04:53
486,Hobyo,5.3505,48.5268,78.98,80,9,16.58,SO,2022-10-15 16:04:53
487,Batticaloa,7.7102,81.6924,80.76,77,100,2.91,LK,2022-10-15 16:04:54
488,Tomelloso,39.1522,-3.0243,80.51,20,4,20.69,ES,2022-10-15 16:04:54
489,Zyryanka,65.75,150.85,3.07,99,99,4.9,RU,2022-10-15 16:04:55
490,Svetlaya,46.5389,138.3297,49.6,82,0,3.47,RU,2022-10-15 16:04:55
491,Vestmannaeyjar,63.4427,-20.2734,45.59,57,0,20.71,IS,2022-10-15 16:04:56
492,Tiznit,29.5833,-9.5,82.17,26,81,8.03,MA,2022-10-15 16:04:56
493,Erice,38.037,12.5865,64.87,73,13,4.38,IT,2022-10-15 16:04:56
494,Kendari,-3.945,122.4989,75.61,93,100,2.77,ID,2022-10-15 16:04:57
495,Vila Real,41.3006,-7.7441,65.35,51,98,8.3,PT,2022-10-15 16:04:10
496,Sur,22.5667,59.5289,81.48,41,1,5.01,OM,2022-10-15 16:03:09
497,Champa,22.05,82.65,74.14,89,11,3.98,IN,2022-10-15 16:00:37
498,Kieta,-6.2167,155.6333,79.23,83,99,3.67,PG,2022-10-15 16:04:57
499,Ostrov,57.3439,28.3537,53.33,74,79,10.11,RU,2022-10-15 16:03:11
500,Pangoa,-12.1167,-73.0,82.65,49,100,4.21,PE,2022-10-15 16:04:58
501,Parauna,-16.9478,-50.4486,94.71,17,18,5.95,BR,2022-10-15 16:04:58
502,Bilibino,68.0546,166.4372,-8.68,100,98,2.33,RU,2022-10-15 16:05:59
503,Lebedinyy,58.5167,125.5167,19.47,98,100,5.48,RU,2022-10-15 16:05:59
504,Nolinsk,57.5596,49.9363,38.05,87,62,5.19,RU,2022-10-15 16:06:00
505,Sprancenata,44.0833,24.6333,58.51,45,3,7.05,RO,2022-10-15 16:06:00
506,Boa Vista,2.8197,-60.6733,85.98,62,75,9.22,BR,2022-10-15 16:06:00
507,Cascais,38.6979,-9.4215,75.61,72,20,8.05,PT,2022-10-15 16:01:23
508,Moyale,3.5167,39.0584,70.47,65,73,5.03,KE,2022-10-15 16:06:01
509,Anadyr,64.75,177.4833,24.01,92,76,5.99,RU,2022-10-15 16:06:01
510,Noumea,-22.2763,166.4572,58.98,73,2,5.86,NC,2022-10-15 16:06:02
511,Kyzyl-Suu,42.3414,78.0056,50.52,40,58,4.76,KG,2022-10-15 16:06:02
512,Santiago,-33.4569,-70.6483,84.29,22,0,6.91,CL,2022-10-15 16:05:00
513,Tupiza,-21.45,-65.7167,71.35,17,62,11.54,BO,2022-10-15 16:06:03
514,Quatre Cocos,-20.2078,57.7625,71.71,71,47,12.48,MU,2022-10-15 16:06:03
515,Byron Bay,-28.65,153.6167,61.95,77,60,1.99,AU,2022-10-15 16:06:04
516,Camacha,33.0833,-16.3333,71.02,68,20,11.5,PT,2022-10-15 16:03:38
517,Nanortalik,60.1432,-45.2371,39.74,80,0,4.61,GL,2022-10-15 16:05:05
518,Cedar Rapids,42.0083,-91.6441,48.43,59,0,9.22,US,2022-10-15 16:04:25
519,Marsh Harbour,26.5412,-77.0636,81.43,72,60,14.67,BS,2022-10-15 16:05:40
520,Luanda,-8.8368,13.2343,77.61,76,75,11.21,AO,2022-10-15 16:06:05
521,Steinbach,50.1667,8.5667,63.79,77,75,11.5,DE,2022-10-15 16:06:05
522,Namibe,-15.1961,12.1522,69.71,80,81,10.47,AO,2022-10-15 16:06:06
523,La Orilla,17.9833,-102.2333,82.69,78,11,1.16,MX,2022-10-15 16:06:06
524,Kidal,18.4411,1.4078,97.25,6,1,7.38,ML,2022-10-15 16:06:06
525,Sembe,1.6481,14.5806,67.19,99,100,4.25,CG,2022-10-15 16:06:07
526,Kloulklubed,7.0419,134.2556,79.3,78,100,13.53,PW,2022-10-15 16:06:08
527,Ramanuj Ganj,23.8,83.7,72.63,74,71,2.64,IN,2022-10-15 16:06:08
528,Cockburn Town,21.4612,-71.1419,84.16,70,40,11.5,TC,2022-10-15 16:06:09
529,Goundi,9.3627,17.366,83.82,69,91,2.64,TD,2022-10-15 16:06:09
530,Shieli,44.1667,66.75,58.55,42,78,8.81,KZ,2022-10-15 16:06:10
531,Tahta,26.7693,31.5021,85.93,25,5,7.25,EG,2022-10-15 16:06:11
532,Eureka,40.8021,-124.1637,52.41,65,3,0.49,US,2022-10-15 16:06:11
533,Pangnirtung,66.1451,-65.7125,41.0,79,100,3.89,CA,2022-10-15 16:06:12
534,Olafsvik,64.8945,-23.7142,38.64,72,62,33.64,IS,2022-10-15 16:06:12
535,Lagunas,-5.2269,-75.6753,75.63,92,100,4.23,PE,2022-10-15 16:06:13
536,Altay,47.8667,88.1167,45.97,35,25,6.33,CN,2022-10-15 16:06:13
537,Vytegra,61.0064,36.4481,47.21,86,95,5.75,RU,2022-10-15 16:06:14
538,Manado,1.487,124.8455,75.97,100,20,1.14,ID,2022-10-15 16:06:14
539,Kundiawa,-6.0167,144.9667,58.6,95,45,3.67,PG,2022-10-15 16:06:15
540,Lower Hutt,-41.2167,174.9167,48.11,87,100,6.91,NZ,2022-10-15 16:06:15
541,Rincon,32.296,-81.2354,78.76,36,0,3.44,US,2022-10-15 16:06:16
542,Batemans Bay,-35.7167,150.1833,59.09,94,96,5.14,AU,2022-10-15 16:06:16
543,Sao Joao Da Barra,-21.6403,-41.0511,84.29,65,40,11.05,BR,2022-10-15 16:06:17
544,Palaikastron,35.2,26.25,65.43,92,100,28.57,GR,2022-10-15 16:06:17
545,Takoradi,4.8845,-1.7554,81.48,73,80,13.71,GH,2022-10-15 16:06:17
546,Tiarei,-17.5333,-149.3333,73.42,82,15,13.89,PF,2022-10-15 16:06:18
547,Pithapuram,17.1167,82.2667,80.92,93,24,5.17,IN,2022-10-15 16:06:18
548,Zhigansk,66.7697,123.3711,18.28,94,99,9.82,RU,2022-10-15 16:06:19
549,Praia,14.9215,-23.5087,78.42,72,37,12.82,CV,2022-10-15 16:07:19
550,Swellendam,-34.0226,20.4417,61.21,85,100,17.92,ZA,2022-10-15 16:07:20
551,Leticia,-4.2153,-69.9406,86.05,70,75,9.22,CO,2022-10-15 16:07:21
552,Hornepayne,49.2138,-84.7705,37.6,97,100,4.41,CA,2022-10-15 16:07:21
553,Matay,28.419,30.7792,86.02,25,0,5.55,EG,2022-10-15 16:07:22
554,Peterhead,57.5058,-1.7981,50.45,67,52,12.21,GB,2022-10-15 16:07:22
555,Nemuro,43.3236,145.575,56.44,87,20,3.58,JP,2022-10-15 16:07:23
556,Gamboma,-1.8764,15.8644,71.56,93,100,6.13,CG,2022-10-15 16:07:23
557,Oranienburg,52.75,13.2333,64.06,85,89,5.03,DE,2022-10-15 16:07:24
558,Uyskoye,54.3775,60.0047,43.2,77,100,2.01,RU,2022-10-15 16:07:25
559,Birjand,32.8663,59.2211,67.48,17,0,4.68,IR,2022-10-15 16:07:25
560,Ranong,9.9658,98.6348,77.36,87,100,4.47,TH,2022-10-15 16:07:26
